"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"91","Spatial: local",90,-0.15,0.37,-0.95,-0.11,0.55,-0.06,0
"92","Spatial: local",91,0.01,0.35,-0.71,0.01,0.73,0.01,0
"93","Spatial: local",92,0.13,0.37,-0.57,0.1,0.93,0.05,0
"94","Spatial: local",93,0.33,0.41,-0.36,0.27,1.23,0.06,0
"95","Spatial: local",94,0.15,0.37,-0.55,0.11,0.95,0.06,0
"96","Spatial: local",95,0.29,0.4,-0.39,0.24,1.17,0.1,0
"97","Spatial: local",96,0.17,0.37,-0.52,0.14,0.99,0.08,0
"98","Spatial: local",97,0.2,0.38,-0.49,0.16,1.02,0.04,0
"99","Spatial: local",98,0.5,0.47,-0.23,0.44,1.51,0.09,0
"100","Spatial: local",99,0.29,0.39,-0.38,0.24,1.16,0.11,0
"101","Spatial: local",100,0.08,0.36,-0.63,0.06,0.85,0.01,0
"102","Spatial: local",101,0.14,0.37,-0.56,0.11,0.93,0.05,0
"103","Spatial: local",102,-0.16,0.37,-0.96,-0.12,0.54,-0.06,0
"104","Spatial: local",103,0.24,0.39,-0.45,0.19,1.08,0.06,0
"105","Spatial: local",104,-0.42,0.44,-1.39,-0.36,0.28,-0.12,0
"106","Spatial: local",105,-0.15,0.37,-0.96,-0.12,0.54,-0.06,0
"107","Spatial: local",106,0.06,0.36,-0.66,0.04,0.82,0.04,0
"108","Spatial: local",107,-0.15,0.37,-0.96,-0.12,0.54,-0.06,0
"109","Spatial: local",108,-0.02,0.36,-0.76,-0.01,0.71,-0.01,0
"110","Spatial: local",109,-0.49,0.46,-1.48,-0.43,0.23,-0.08,0
"111","Spatial: local",110,-0.41,0.39,-1.25,-0.37,0.21,-0.13,0
"112","Spatial: local",111,0.23,0.36,-0.4,0.19,1.01,0.07,0
"113","Spatial: local",112,0.1,0.33,-0.55,0.08,0.81,0.03,0
"114","Spatial: local",113,-0.29,0.35,-1.04,-0.24,0.3,-0.12,0
"115","Spatial: local",114,-0.12,0.27,-0.71,-0.1,0.38,-0.06,0
"116","Spatial: local",115,0.28,0.31,-0.26,0.24,0.94,0.13,0
"117","Spatial: local",116,0.03,0.26,-0.49,0.03,0.56,0.03,0
"118","Spatial: local",117,-0.3,0.33,-1,-0.27,0.24,-0.09,0
"119","Spatial: local",118,0.25,0.31,-0.29,0.22,0.93,0.11,0
"120","Spatial: local",119,-0.5,0.47,-1.52,-0.43,0.24,-0.08,0
"121","Spatial: regional",1,0.12,0.14,-0.13,0.11,0.43,0.03,0
"122","Spatial: regional",2,0.01,0.27,-0.57,0.01,0.57,0.01,0
"123","Spatial: regional",3,0.06,0.27,-0.5,0.04,0.63,0,0
"124","Spatial: regional",4,0.03,0.27,-0.53,0.02,0.58,0.02,0
"125","Spatial: regional",5,0.2,0.33,-0.38,0.15,0.95,0.05,0
"126","Spatial: regional",6,0.24,0.34,-0.33,0.18,1,0.01,0
"127","Spatial: regional",7,0.21,0.33,-0.34,0.16,0.96,0,0
"128","Spatial: regional",8,0.28,0.34,-0.26,0.22,1.07,0.04,0
"129","Spatial: regional",9,0.03,0.28,-0.52,0.02,0.64,-0.02,0
"130","Spatial: regional",10,-0.34,0.35,-1.12,-0.28,0.19,-0.02,0
"131","Spatial: regional",11,-0.19,0.29,-0.83,-0.14,0.32,0,0
"132","Spatial: regional",12,-0.16,0.27,-0.75,-0.13,0.32,-0.04,0
"133","Spatial: regional",13,-0.16,0.31,-0.84,-0.12,0.4,-0.02,0
"134","Spatial: regional",14,-0.14,0.21,-0.61,-0.11,0.25,-0.04,0
"135","Spatial: regional",15,-0.08,0.19,-0.47,-0.06,0.3,-0.03,0
"136","Spatial: regional",16,-0.04,0.1,-0.25,-0.04,0.16,-0.02,0
"137","Spatial: regional",17,-0.04,0.1,-0.25,-0.04,0.16,-0.02,0
"138","Spatial: regional",18,-0.03,0.11,-0.25,-0.03,0.19,-0.01,0
"139","Spatial: regional",19,-0.06,0.1,-0.26,-0.05,0.12,-0.02,0
"140","Spatial: regional",20,-0.07,0.1,-0.27,-0.06,0.12,-0.02,0
"141","Spatial: regional",21,-0.06,0.1,-0.27,-0.06,0.12,-0.02,0
"142","Spatial: regional",22,-0.04,0.11,-0.25,-0.04,0.17,-0.02,0
"143","Spatial: regional",23,-0.06,0.1,-0.26,-0.05,0.13,-0.02,0
"144","Spatial: regional",24,-0.05,0.1,-0.26,-0.05,0.14,-0.01,0
"145","Spatial: regional",25,-0.04,0.1,-0.25,-0.04,0.17,-0.02,0
"146","Spatial: regional",26,-0.05,0.1,-0.25,-0.04,0.15,-0.02,0
"147","Spatial: regional",27,-0.05,0.1,-0.25,-0.05,0.14,-0.01,0
"148","Spatial: regional",28,-0.05,0.1,-0.25,-0.05,0.14,-0.01,0
"149","Spatial: regional",29,-0.04,0.1,-0.25,-0.04,0.17,-0.02,0
"150","Spatial: regional",30,-0.09,0.11,-0.32,-0.08,0.11,-0.01,0
"151","Spatial: regional",31,-0.08,0.11,-0.31,-0.07,0.13,-0.02,0
"152","Spatial: regional",32,-0.08,0.1,-0.29,-0.07,0.11,-0.01,0
"153","Spatial: regional",33,-0.09,0.11,-0.33,-0.08,0.11,-0.02,0
"154","Spatial: regional",34,-0.08,0.1,-0.31,-0.08,0.11,-0.02,0
"155","Spatial: regional",35,-0.02,0.12,-0.26,-0.03,0.23,0,0
"156","Spatial: regional",36,-0.08,0.1,-0.29,-0.07,0.11,-0.03,0
"157","Spatial: regional",37,-0.02,0.15,-0.32,-0.02,0.31,-0.02,0
"158","Spatial: regional",38,-0.11,0.13,-0.38,-0.09,0.11,-0.02,0
"159","Spatial: regional",39,-0.06,0.1,-0.26,-0.06,0.12,-0.02,0
"160","Spatial: regional",40,-0.08,0.1,-0.31,-0.07,0.11,-0.01,0
"161","Spatial: regional",41,-0.14,0.17,-0.5,-0.11,0.15,-0.02,0
"162","Spatial: regional",42,-0.16,0.2,-0.6,-0.13,0.18,-0.02,0
"163","Spatial: regional",43,-0.17,0.22,-0.68,-0.14,0.21,-0.02,0
"164","Spatial: regional",44,-0.03,0.12,-0.25,-0.03,0.22,0,0
"165","Spatial: regional",45,-0.13,0.15,-0.45,-0.11,0.13,-0.03,0
"166","Spatial: regional",46,-0.25,0.28,-0.88,-0.2,0.2,-0.05,0
"167","Spatial: regional",47,-0.36,0.36,-1.18,-0.31,0.16,-0.04,0
"168","Spatial: regional",48,-0.03,0.13,-0.28,-0.03,0.24,-0.01,0
"169","Spatial: regional",49,-0.08,0.16,-0.43,-0.07,0.24,-0.01,0
"170","Spatial: regional",50,-0.13,0.26,-0.7,-0.1,0.36,-0.01,0
"171","Spatial: regional",51,-0.15,0.25,-0.71,-0.11,0.32,-0.03,0
"172","Spatial: regional",52,-0.16,0.25,-0.71,-0.13,0.28,0,0
"173","Spatial: regional",53,0.01,0.26,-0.54,0.01,0.54,0.01,0
"174","Spatial: regional",54,-0.13,0.31,-0.83,-0.08,0.43,0.01,0
"175","Spatial: regional",55,-0.09,0.3,-0.76,-0.05,0.46,-0.02,0
"176","Spatial: regional",56,0.07,0.3,-0.5,0.04,0.75,0,0
"177","Spatial: regional",57,-0.12,0.27,-0.7,-0.09,0.38,0,0
"178","Spatial: regional",58,0.01,0.29,-0.59,0.01,0.62,0.01,0
"179","Spatial: regional",59,0.08,0.31,-0.53,0.05,0.77,0.01,0
"180","Spatial: regional",60,0.02,0.29,-0.59,0.01,0.63,0.02,0
"181","Spatial: regional",61,0.13,0.36,-0.54,0.08,0.94,0.04,0
"182","Spatial: regional",62,-0.09,0.18,-0.46,-0.07,0.26,-0.01,0
"183","Spatial: regional",63,-0.06,0.1,-0.27,-0.05,0.14,-0.02,0
"184","Spatial: regional",64,-0.08,0.11,-0.32,-0.07,0.12,-0.01,0
"185","Spatial: regional",65,-0.1,0.11,-0.34,-0.09,0.1,-0.02,0
"186","Spatial: regional",66,-0.17,0.24,-0.7,-0.13,0.25,-0.01,0
"187","Spatial: regional",67,-0.17,0.22,-0.66,-0.14,0.19,-0.03,0
"188","Spatial: regional",68,-0.12,0.14,-0.41,-0.1,0.12,-0.03,0
"189","Spatial: regional",69,-0.16,0.29,-0.81,-0.12,0.36,-0.03,0
"190","Spatial: regional",70,-0.25,0.32,-0.98,-0.19,0.25,-0.03,0
"191","Spatial: regional",71,0.29,0.33,-0.22,0.23,1.03,0.06,0
"192","Spatial: regional",72,0.33,0.31,-0.14,0.28,1.03,0.04,0
"193","Spatial: regional",73,0.06,0.29,-0.55,0.05,0.67,0,0
"194","Spatial: regional",74,0.19,0.27,-0.28,0.15,0.78,0.01,0
"195","Spatial: regional",75,0.02,0.26,-0.53,0.02,0.54,0.01,0
"196","Spatial: regional",76,0.09,0.24,-0.38,0.06,0.6,0.03,0
"197","Spatial: regional",77,0.06,0.24,-0.43,0.04,0.58,0.01,0
"198","Spatial: regional",78,0.24,0.27,-0.18,0.21,0.83,0.01,0
"199","Spatial: regional",79,0.31,0.29,-0.14,0.27,0.96,0.04,0
"200","Spatial: regional",80,0.18,0.28,-0.3,0.13,0.81,0.04,0
"201","Spatial: regional",81,-0.08,0.21,-0.55,-0.05,0.3,0.01,0
"202","Spatial: regional",82,0.13,0.15,-0.13,0.12,0.44,0.03,0
"203","Spatial: regional",83,0.14,0.15,-0.13,0.12,0.46,0.03,0
"204","Spatial: regional",84,0.12,0.14,-0.14,0.11,0.42,0.02,0
"205","Spatial: regional",85,0.07,0.14,-0.2,0.06,0.36,0.01,0
"206","Spatial: regional",86,0.06,0.14,-0.21,0.05,0.34,0.03,0
"207","Spatial: regional",87,0.15,0.17,-0.13,0.13,0.51,0.04,0
"208","Spatial: regional",88,-0.08,0.19,-0.5,-0.06,0.25,0,0
"209","Spatial: regional",89,-0.09,0.19,-0.52,-0.06,0.24,0,0
"210","Spatial: regional",90,-0.11,0.28,-0.75,-0.07,0.41,0.01,0
"211","Spatial: regional",91,-0.03,0.17,-0.4,-0.02,0.29,0.01,0
"212","Spatial: regional",92,-0.05,0.26,-0.62,-0.02,0.47,0.01,0
"213","Spatial: regional",93,0.21,0.31,-0.31,0.16,0.91,0.01,0
"214","Spatial: regional",94,0.25,0.31,-0.27,0.2,0.96,0.04,0
"215","Spatial: regional",95,0.37,0.31,-0.09,0.33,1.04,0.02,0
"216","Spatial: regional",96,0.31,0.31,-0.17,0.27,1,0.03,0
"217","Spatial: regional",97,0.31,0.26,-0.08,0.28,0.87,0.02,0
"218","Spatial: regional",98,0.28,0.25,-0.1,0.24,0.83,0.05,0
"219","Spatial: regional",99,0.31,0.25,-0.07,0.28,0.87,0.02,0
"220","Spatial: regional",100,0.16,0.29,-0.37,0.13,0.78,0.03,0
"221","Spatial: regional",101,0.22,0.28,-0.27,0.18,0.83,0.03,0
"222","Spatial: regional",102,0.2,0.27,-0.3,0.16,0.79,0.01,0
"223","Spatial: regional",103,0.31,0.3,-0.16,0.27,0.95,0.04,0
"224","Spatial: regional",104,-0.26,0.32,-0.98,-0.2,0.24,-0.04,0
"225","Spatial: regional",105,-0.2,0.3,-0.87,-0.15,0.29,0,0
"226","Spatial: regional",106,-0.08,0.31,-0.74,-0.05,0.53,-0.01,0
"227","Spatial: regional",107,-0.17,0.3,-0.84,-0.13,0.34,-0.03,0
"228","Spatial: regional",108,0.03,0.18,-0.35,0.03,0.39,0.02,0
"229","Spatial: regional",109,-0.14,0.22,-0.65,-0.1,0.23,0.01,0
"230","Spatial: regional",110,0.07,0.14,-0.2,0.06,0.35,0.01,0
"231","Spatial: regional",111,-0.04,0.17,-0.41,-0.02,0.27,0,0
"232","Spatial: regional",112,-0.03,0.17,-0.4,-0.02,0.28,0.01,0
"233","Spatial: regional",113,0.05,0.14,-0.22,0.05,0.33,0.02,0
"234","Spatial: regional",114,0.08,0.13,-0.18,0.07,0.36,0.02,0
"235","Spatial: regional",115,0.09,0.14,-0.16,0.08,0.39,0.03,0
"236","Spatial: regional",116,0.1,0.14,-0.15,0.09,0.39,0.01,0
"237","Spatial: regional",117,0.07,0.13,-0.19,0.06,0.35,0.01,0
"238","Spatial: regional",118,0.11,0.14,-0.15,0.1,0.41,0.02,0
"239","Spatial: regional",119,-0.24,0.33,-1.01,-0.18,0.27,-0.01,0
"240","Areal",NA,NA,NA,NA,NA,NA,NA,NA
"241","Phylogenetic+Spatial: local",1,0.06,0.3,-0.53,0.06,0.66,0.06,0
"242","Phylogenetic+Spatial: local",2,-0.12,0.4,-0.95,-0.11,0.64,-0.11,0
"243","Phylogenetic+Spatial: local",3,-0.23,0.41,-1.09,-0.21,0.54,-0.14,0
"244","Phylogenetic+Spatial: local",4,-0.19,0.41,-1.04,-0.17,0.57,-0.11,0
"245","Phylogenetic+Spatial: local",5,0.01,0.39,-0.78,0.01,0.8,0.01,0
"246","Phylogenetic+Spatial: local",6,0.42,0.44,-0.37,0.38,1.35,0.31,0
"247","Phylogenetic+Spatial: local",7,0.25,0.41,-0.51,0.23,1.12,0.16,0
"248","Phylogenetic+Spatial: local",8,0.55,0.48,-0.27,0.52,1.56,0.35,0
"249","Phylogenetic+Spatial: local",9,0.19,0.4,-0.58,0.17,1.03,0.1,0
"250","Phylogenetic+Spatial: local",10,-0.48,0.46,-1.46,-0.44,0.33,-0.29,0
"251","Phylogenetic+Spatial: local",11,-0.2,0.41,-1.05,-0.18,0.57,-0.11,0
"252","Phylogenetic+Spatial: local",12,0.05,0.4,-0.73,0.05,0.86,0.05,0
"253","Phylogenetic+Spatial: local",13,0.01,0.39,-0.78,0.01,0.8,0.01,0
"254","Phylogenetic+Spatial: local",14,-0.34,0.43,-1.25,-0.31,0.43,-0.24,0
"255","Phylogenetic+Spatial: local",15,0.29,0.41,-0.47,0.26,1.16,0.19,0
"256","Phylogenetic+Spatial: local",16,0.13,0.23,-0.3,0.13,0.61,0.09,0
"257","Phylogenetic+Spatial: local",17,0.12,0.23,-0.32,0.11,0.6,0.11,0
"258","Phylogenetic+Spatial: local",18,0.09,0.27,-0.44,0.09,0.62,0.09,0
"259","Phylogenetic+Spatial: local",19,-0.25,0.23,-0.73,-0.24,0.17,-0.2,0
"260","Phylogenetic+Spatial: local",20,-0.29,0.26,-0.83,-0.27,0.17,-0.23,0
"261","Phylogenetic+Spatial: local",21,-0.28,0.25,-0.81,-0.26,0.18,-0.22,0
"262","Phylogenetic+Spatial: local",22,0.01,0.26,-0.52,0.02,0.52,0.02,0
"263","Phylogenetic+Spatial: local",23,-0.2,0.23,-0.68,-0.19,0.22,-0.15,0
"264","Phylogenetic+Spatial: local",24,-0.15,0.23,-0.64,-0.14,0.28,-0.1,0
"265","Phylogenetic+Spatial: local",25,0.04,0.24,-0.43,0.04,0.51,0.04,0
"266","Phylogenetic+Spatial: local",26,0.06,0.21,-0.36,0.05,0.49,0.05,0
"267","Phylogenetic+Spatial: local",27,-0.13,0.22,-0.58,-0.12,0.28,-0.08,0
"268","Phylogenetic+Spatial: local",28,-0.04,0.21,-0.47,-0.04,0.38,-0.04,0
"269","Phylogenetic+Spatial: local",29,0.11,0.23,-0.35,0.11,0.58,0.11,0
"270","Phylogenetic+Spatial: local",30,-0.1,0.28,-0.67,-0.09,0.44,-0.09,0
"271","Phylogenetic+Spatial: local",31,-0.24,0.35,-0.99,-0.22,0.4,-0.16,0
"272","Phylogenetic+Spatial: local",32,0.03,0.26,-0.47,0.02,0.57,-0.02,0
"273","Phylogenetic+Spatial: local",33,0.05,0.27,-0.47,0.04,0.61,0.04,0
"274","Phylogenetic+Spatial: local",34,0.11,0.28,-0.4,0.09,0.69,0.05,0
"275","Phylogenetic+Spatial: local",35,0.33,0.33,-0.27,0.31,1.01,0.26,0
"276","Phylogenetic+Spatial: local",36,-0.11,0.26,-0.64,-0.11,0.39,-0.11,0
"277","Phylogenetic+Spatial: local",37,0.21,0.39,-0.53,0.19,1.02,0.13,0
"278","Phylogenetic+Spatial: local",38,-0.43,0.41,-1.3,-0.4,0.27,-0.26,0
"279","Phylogenetic+Spatial: local",39,-0.28,0.24,-0.79,-0.26,0.16,-0.22,0
"280","Phylogenetic+Spatial: local",40,0.06,0.26,-0.43,0.05,0.58,0.05,0
"281","Phylogenetic+Spatial: local",41,0.05,0.38,-0.7,0.04,0.82,0.04,0
"282","Phylogenetic+Spatial: local",42,-0.06,0.38,-0.83,-0.06,0.7,-0.05,0
"283","Phylogenetic+Spatial: local",43,-0.35,0.42,-1.24,-0.32,0.41,-0.25,0
"284","Phylogenetic+Spatial: local",44,0.37,0.34,-0.25,0.35,1.07,0.29,0
"285","Phylogenetic+Spatial: local",45,-0.07,0.36,-0.81,-0.07,0.65,-0.07,0
"286","Phylogenetic+Spatial: local",46,-0.42,0.45,-1.36,-0.39,0.36,-0.31,0
"287","Phylogenetic+Spatial: local",47,-0.5,0.47,-1.52,-0.46,0.31,-0.3,0
"288","Phylogenetic+Spatial: local",48,0.54,0.46,-0.25,0.5,1.51,0.34,0
"289","Phylogenetic+Spatial: local",49,0.21,0.4,-0.55,0.19,1.04,0.12,0
"290","Phylogenetic+Spatial: local",50,0.24,0.42,-0.54,0.21,1.13,0.15,0
"291","Phylogenetic+Spatial: local",51,-0.2,0.41,-1.07,-0.18,0.57,-0.11,0
"292","Phylogenetic+Spatial: local",52,-0.24,0.42,-1.12,-0.22,0.53,-0.15,0
"293","Phylogenetic+Spatial: local",53,-0.14,0.41,-0.98,-0.12,0.65,-0.12,0
"294","Phylogenetic+Spatial: local",54,-0.2,0.41,-1.06,-0.18,0.58,-0.11,0
"295","Phylogenetic+Spatial: local",55,-0.22,0.42,-1.1,-0.2,0.56,-0.14,0
"296","Phylogenetic+Spatial: local",56,0.35,0.44,-0.43,0.32,1.28,0.24,0
"297","Phylogenetic+Spatial: local",57,-0.29,0.43,-1.19,-0.26,0.49,-0.19,0
"298","Phylogenetic+Spatial: local",58,-0.13,0.41,-0.97,-0.12,0.65,-0.12,0
"299","Phylogenetic+Spatial: local",59,0.2,0.41,-0.57,0.18,1.06,0.12,0
"300","Phylogenetic+Spatial: local",60,-0.01,0.4,-0.82,-0.01,0.79,-0.01,0
"301","Phylogenetic+Spatial: local",61,0.2,0.41,-0.57,0.18,1.06,0.12,0
"302","Phylogenetic+Spatial: local",62,0.05,0.38,-0.7,0.05,0.83,0.05,0
"303","Phylogenetic+Spatial: local",63,-0.33,0.35,-1.09,-0.3,0.29,-0.24,0
"304","Phylogenetic+Spatial: local",64,-0.43,0.4,-1.28,-0.4,0.27,-0.33,0
"305","Phylogenetic+Spatial: local",65,-0.08,0.29,-0.66,-0.08,0.5,-0.08,0
"306","Phylogenetic+Spatial: local",66,-0.17,0.4,-1,-0.16,0.59,-0.09,0
"307","Phylogenetic+Spatial: local",67,-0.02,0.39,-0.79,-0.02,0.76,-0.02,0
"308","Phylogenetic+Spatial: local",68,-0.31,0.38,-1.12,-0.29,0.39,-0.23,0
"309","Phylogenetic+Spatial: local",69,0.27,0.42,-0.5,0.25,1.15,0.18,0
"310","Phylogenetic+Spatial: local",70,-0.54,0.47,-1.52,-0.5,0.28,-0.34,0
"311","Phylogenetic+Spatial: local",71,0.5,0.47,-0.31,0.46,1.49,0.3,0
"312","Phylogenetic+Spatial: local",72,0.37,0.43,-0.41,0.34,1.28,0.26,0
"313","Phylogenetic+Spatial: local",73,-0.29,0.42,-1.16,-0.26,0.48,-0.19,0
"314","Phylogenetic+Spatial: local",74,0.2,0.41,-0.56,0.18,1.05,0.12,0
"315","Phylogenetic+Spatial: local",75,-0.03,0.39,-0.82,-0.03,0.75,-0.03,0
"316","Phylogenetic+Spatial: local",76,0.2,0.41,-0.57,0.18,1.04,0.11,0
"317","Phylogenetic+Spatial: local",77,-0.09,0.39,-0.89,-0.08,0.68,-0.08,0
"318","Phylogenetic+Spatial: local",78,0.15,0.4,-0.62,0.13,0.97,0.13,0
"319","Phylogenetic+Spatial: local",79,0.61,0.49,-0.24,0.57,1.64,0.39,0
"320","Phylogenetic+Spatial: local",80,0.42,0.45,-0.37,0.39,1.37,0.31,0
"321","Phylogenetic+Spatial: local",81,-0.13,0.4,-0.94,-0.12,0.64,-0.12,0
"322","Phylogenetic+Spatial: local",82,0.06,0.3,-0.54,0.05,0.66,0.05,0
"323","Phylogenetic+Spatial: local",83,-0.05,0.35,-0.76,-0.04,0.64,-0.04,0
"324","Phylogenetic+Spatial: local",84,0.07,0.29,-0.5,0.07,0.66,0.07,0
"325","Phylogenetic+Spatial: local",85,0.56,0.42,-0.17,0.53,1.43,0.46,0
